,Chart Artist Name,Spotify Artist Name,Chart Song Name,Spotify Song Name,Lev Dist,Predicted URL,Debut Year,Debut Date,Chart Appearances,Sp Artist Genres,Sp Album Genres,Sp Album Type,Sp Album Name
0,Backstreet Boys,Backstreet Boys,Show Me The Meaning Of Being Lonely,Show Me the Meaning of Being Lonely,0.0,https://open.spotify.com/track/3BsaRV5QIulYz2lV9WWa8T,2000,1/1/00,Hot100,boy band || dance pop || europop || pop,,album,Millennium
0,Jennifer Day,Jennifer Day,The Fun Of Your Love,The Fun of Your Love,0.0,https://open.spotify.com/track/7oMsHuN8P6HFDgMTvWi557,2000,1/1/00,Country,deep contemporary country,,album,The Fun of Your Love
0,Skip Ewing,Skip Ewing,Christmas Carol,Christmas Carol,0.0,https://open.spotify.com/track/7nyLB7rEsdfFwUpU72aUH8,2000,1/1/00,Country,,,album,Following Yonder Star
0,Los Tucanes de Tijuana,Los Tucanes De Tijuana,Las Heladas,Las Heladas,0.0,https://open.spotify.com/track/50sTMaXwK2k8ZTgnLNuHhE,2000,1/1/00,Latin,banda || grupera || norteno || regional mexican,,album,Amor Platónico
0,Los Mismos,Los Mismos,Basura,Basura,0.0,https://open.spotify.com/track/5hpTjWgaNbarvrlB8gZtri,2000,1/1/00,Latin,,,album,Duelo Romántico
0,Luis Miguel,Luis Miguel,Dormir Contigo,Dormir contigo,0.0,https://open.spotify.com/track/0REKETXT8fkn2C863KKlO4,2000,1/1/00,Latin,bolero || latin || latin pop,,album,Amarte Es Un Placer
0,Elmo & Patsy,Elmo & Patsy,Grandma Got Run Over By A Reindeer,Grandma Got Run over by a Reindeer,0.0,https://open.spotify.com/track/49iHYFjT5yO6WEw6KerX9o,2000,1/8/00,"Country, Hot100",novelty,,album,Grandma Got Run Over By A Reindeer
0,Mariah Carey,Mariah Carey,All I Want For Christmas Is You,All I Want for Christmas Is You,0.0,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2000,1/8/00,Hot100,dance pop || pop || r&b || urban contemporary,,album,Merry Christmas
0,Los Invasores de Nuevo Leon,Los Invasores De Nuevo León,Espero Que Te Cumpla,Espero Que Te Cumpla,1.0,https://open.spotify.com/track/1r52IECc0jLuYLG1s39xjN,2000,1/8/00,Latin,banda || grupera || norteno || ranchera || regional mexican,,album,De Vida O Muerte
0,Los Sementales De Nuevo Leon,Los Sementales de Nuevo León,Tus Reproches,Tus Reproches,1.0,https://open.spotify.com/track/11VrwO7jfnwOeZJGGcSqjU,2000,1/8/00,Latin,,,album,El Arbol De La Horca... Todos Sus Exitos
0,Lila McCann,Lila McCann,I Will Be,I Will Be,0.0,https://open.spotify.com/track/6sWd3U3hKA3zbTZMaBizgk,2000,1/15/00,Country,country || country dawn,,album,Something In The Air
0,Marc Anthony,Marc Anthony,Da La Vuelta,Da La Vuelta,0.0,https://open.spotify.com/track/1Iz1lAfs2tvQR7i4xbpInu,2000,1/15/00,Latin,latin || latin pop || modern salsa || salsa || tropical,,album,Sigo Siendo Yo
0,Sugar Ray,Sugar Ray,Falls Apart,Falls Apart,0.0,https://open.spotify.com/track/4T7fVN4ZOFE3JoGyaxZL6O,2000,1/15/00,Hot100,alternative metal || alternative rock || funk metal || neo mellow || pop rock || post-grunge,,album,14:59
0,Doug Stone,Doug Stone,Take A Letter Maria,"Take a Letter, Maria",1.0,https://open.spotify.com/track/3ayFOxxvZpurDCaJ95CoVI,2000,1/15/00,Country,country || country road || country rock,,album,Make Up In Love
0,Alecia Elliott,Alecia Elliott,I'm Diggin' It,I'm Diggin' It,0.0,https://open.spotify.com/track/1TgFc35Lsek0RtBLqQTar5,2000,1/15/00,Country,country dawn || deep contemporary country,,album,I'm Diggin' It
0,Julie Reeves,Julie Reeves,What I Need,What I Need,0.0,https://open.spotify.com/track/4JqI6ApUPqzXopYzyyvyZl,2000,1/15/00,Country,country dawn || deep contemporary country,,album,It's About Time
0,Jessica Andrews,Jessica Andrews,Unbreakable Heart,Unbreakable Heart,0.0,https://open.spotify.com/track/3DD1IRAw4NQzNe0EuGz0f1,2000,1/15/00,Country,country || country dawn,,album,Heart Shaped World
0,Shania Twain,Shania Twain,Rock This Country!,Rock This Country!,0.0,https://open.spotify.com/track/00K3iFsXALgjg5ECPLR1hs,2000,1/22/00,Country,canadian country || canadian pop || country || country dawn || dance pop,,album,Come On Over
0,Los Traviezos del Norte,Los Traviezos Del Norte,"Mujer, Mujer","Mujer, Mujer",0.0,https://open.spotify.com/track/1SnZ6e2v4MazRv0Vb9Y39p,2000,1/22/00,Latin,,,album,La Trayectoria
0,Gisselle,Gisselle,Fuego En La Cintura,Fuego en la Cintura,0.0,https://open.spotify.com/track/4G8SKGRjH2G8RsiONHcxV7,2000,1/22/00,Latin,tropical,,album,Lo Mejor De Gisselle
0,Third Eye Blind,Third Eye Blind,Never Let You Go,Never Let You Go,0.0,https://open.spotify.com/track/6jI7mAgjr5XByJ5pi7tCfv,2000,1/22/00,Hot100,alternative rock || neo mellow || pop rock || post-grunge || rock,,compilation,Rock Workout
0,Vertical Horizon,Vertical Horizon,Everything You Want,Everything You Want,0.0,https://open.spotify.com/track/4cKGldbhGJniI8BrB3K6tb,2000,1/22/00,Hot100,neo mellow || pop rock || post-grunge,,album,Everything You Want
0,D'Angelo,D'Angelo,Untitled (How Does It Feel),Untitled (How Does It Feel),0.0,https://open.spotify.com/track/4oPNN7syJYSjzDhRerF966,2000,1/22/00,"Hot100, RAB",alternative r&b || funk || hip hop || indie soul || neo soul || r&b || soul || urban contemporary,,album,Voodoo
0,Sonique,Sonique,It Feels So Good,It Feels So Good,0.0,https://open.spotify.com/track/4Y8q64VnhD0vFYy9g2WFpi,2000,1/22/00,Hot100,,,album,Hear My Cry
0,Britney Spears,Britney Spears,From The Bottom Of My Broken Heart,From the Bottom of My Broken Heart,0.0,https://open.spotify.com/track/70XtWbcVZcpaOddJftMcVi,2000,1/29/00,Hot100,dance pop || pop || pop rap || post-teen pop,,album,...Baby One More Time (Digital Deluxe Version)
0,Fiel A La Vega,Fiel A La Vega,Cancion En La Arena,Cancion En La Arena,0.0,https://open.spotify.com/track/1kdZIkX3Bdwns4j24AefP4,2000,1/29/00,Latin,puerto rican rock || reggae en espanol || tropical,,album,Tres
0,Sisqo,Sisqo,Thong Song,Thong Song,0.0,https://open.spotify.com/track/5Mmk2ii6laakqfeCT7OnVD,2000,1/29/00,"Hot100, RAB",dance pop || hip hop || hip pop || new jack swing || pop rap || r&b || urban contemporary,,album,Unleash The Dragon
0,Conjunto Primavera,Conjunto Primavera,Morir De Amor,Morir De Amor,0.0,https://open.spotify.com/track/78azd75jNthsj03uhS5JvF,2000,1/29/00,Latin,banda || cumbia || grupera || norteno || ranchera || regional mexican,,album,Gran Encuentro (20 Éxitos Originales)
0,'N Sync,*NSYNC,Bye Bye Bye,Bye Bye Bye,2.0,https://open.spotify.com/track/62bOmKYxYg7dhrC6gH9vFn,2000,1/29/00,Hot100,boy band || dance pop || europop || pop || post-teen pop,,album,No Strings Attached
0,George Strait,George Strait,The Best Day,The Best Day,0.0,https://open.spotify.com/track/5ApdBBa3MtTzpF0MbpB2NG,2000,1/29/00,"Country, Hot100",contemporary country || country || country road,,album,Latest Greatest Straitest Hits
0,Lou Bega,Lou Bega,"Tricky, Tricky","Tricky, Tricky",0.0,https://open.spotify.com/track/4INRUdIART6zmdeLquiu5g,2000,1/29/00,Hot100,latin pop,,album,A Little Bit of Mambo
0,Aaliyah,Aaliyah,I Don't Wanna,I Don't Wanna,0.0,https://open.spotify.com/track/4h7wUvVV8Ff8UL7JqAByiL,2000,1/29/00,"Hot100, RAB",dance pop || hip hop || hip pop || pop || pop rap || r&b || urban contemporary,,compilation,Next Friday (Original Motion Picture Soundtrack)
0,Emmanuel,Emmanuel,Sentirme Vivo,Sentirme Vivo,0.0,https://open.spotify.com/track/1TgbpK1ZUhjxCKzdfA7ls9,2000,1/29/00,Latin,latin || latin pop || mexican pop || ranchera || rock en espanol,,album,Sentirme Vivo
0,2Pac + Outlawz,2Pac Outlawz,Baby Don't Cry (Keep Ya Head Up II),Baby Don't Cry (Keep Ya Head Up II),2.0,https://open.spotify.com/track/3y5pef5Z472KoYxaSdig9I,2000,2/5/00,"Hot100, RAB",g funk || gangster rap || hip hop || rap || west coast rap || gangster rap,,album,Still I Rise
0,Method Man & Redman,Methodman & Redman,Y.O.U.,Y.o.u.,1.0,https://open.spotify.com/track/3qdbCocZH6ltsvwgg03mrK,2000,2/5/00,Rap,wu fam,,album,Live In Paris
0,Los Tigres del Norte,Los Tigres Del Norte,Ando Amanecido,Ando Amanecido,0.0,https://open.spotify.com/track/138w3t8BC7Aa7r8PIhZaHR,2000,2/5/00,Latin,banda || grupera || norteno || regional mexican,,album,Herencia De Familia
0,El Coyote y Su Banda Tierra Santa,El Coyote Y Su Banda Tierra Santa,Sufro,Sufro,0.0,https://open.spotify.com/track/6bFu16vRDY8MqHigErWb2j,2000,2/5/00,Latin,banda || grupera || norteno || ranchera || regional mexican || regional mexican pop,,album,Las Bandas Románticas
0,SHeDAISY,SHeDAISY,This Woman Needs,This Woman Needs,0.0,https://open.spotify.com/track/4vYKeidaDqMW4dEuJDklxV,2000,2/5/00,"Country, Hot100",contemporary country || country || country dawn || country road,,album,The Whole Shebang
0,Martina McBride,Martina McBride,Love's The Only House,Love's the Only House,0.0,https://open.spotify.com/track/4u4MbTQeHPbaGabd4eGf7c,2000,2/5/00,"Country, Hot100",contemporary country || country || country dawn || country road,,compilation,The Essential Martina McBride
0,Mary J. Blige,Mary J. Blige,Your Child,Your Child,0.0,https://open.spotify.com/track/679XwgpvjTNMsq5JrajtPi,2000,2/5/00,RAB,dance pop || hip hop || hip pop || neo soul || pop || r&b || urban contemporary,,album,Mary (Limited Edition Bonus Pack)
0,Vince Gill,Vince Gill,Let's Make Sure We Kiss Goodbye,Let's Make Sure We Kiss Goodbye,0.0,https://open.spotify.com/track/5FJ8WUGKWAcnB4vB42agjz,2000,2/5/00,Country,country || country rock || oklahoma country,,album,Let's Make Sure We Kiss Goodbye
0,The Wilkinsons,The Wilkinsons,Jimmy's Got A Girlfriend,Jimmy's Got a Girlfriend,0.0,https://open.spotify.com/track/48fP1MZoz3Lg2Ghd1rjvAe,2000,2/5/00,Country,canadian country || country,,album,Here And Now
0,Juvenile,Juvenile,U Understand,U Understand,0.0,https://open.spotify.com/track/5V6r4UQ0z7gxkkREnza5Y0,2000,2/5/00,"Hot100, RAB",bounce || crunk || dirty south rap || gangster rap || hip hop || new orleans rap || pop rap || rap || southern hip hop || trap,,album,Tha G-Code
0,Rakim,Rakim,When I B On Tha Mic,When I B On Tha Mic,0.0,https://open.spotify.com/track/2p9sprAX27D6U5cuSE9NsM,2000,2/5/00,Rap,east coast hip hop || gangster rap || hardcore hip hop || hip hop || rap,,album,The Master
0,Mana,Maná,Cachito,Cachito,1.0,https://open.spotify.com/track/10G8vwLyG0SuJZWfjw1g1R,2000,2/12/00,Latin,latin || latin arena pop || latin pop || latin rock || mexican pop || mexican rock || rock en espanol,,album,¿Dónde Jugarán Los Niños?
0,Drama,Drama,"Left, Right, Left","Left, Right, Left",0.0,https://open.spotify.com/track/0vk5b6kj3QISHg4fpRPi6n,2000,2/12/00,"Hot100, RAB",,,album,Causin' Drama
0,John Michael Montgomery,John Michael Montgomery,Nothing Catches Jesus By Surprise,Nothing Catches Jesus by Surprise,0.0,https://open.spotify.com/track/6oFBimd4ajTjWLwHk4fB0K,2000,2/12/00,Country,contemporary country || country || country road,,album,Home To You
0,Jerry Kilgore,Jerry Kilgore,The Look,The Look,0.0,https://open.spotify.com/track/24F8JH3HrPOsUTSbPixtss,2000,2/12/00,Country,deep contemporary country,,album,Love Trip
0,Red Hot Chili Peppers,Red Hot Chili Peppers,Otherside,Otherside,0.0,https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P,2000,2/12/00,Hot100,alternative rock || funk metal || funk rock || permanent wave || post-grunge || rock,,album,Californication (Deluxe Edition)
0,Chalee Tennison,Chalee Tennison,Just Because She Lives There,Just Because She Lives There,0.0,https://open.spotify.com/track/0QhM89OXKT2Zkzk7GAyZhF,2000,2/12/00,Country,country dawn || deep contemporary country,,album,Chalee Tennison
0,Will Smith,Will Smith,Freakin' It,Freakin' It,0.0,https://open.spotify.com/track/6Kqfv9iCW7B7cdq6uujZqf,2000,2/12/00,"Hot100, Rap",hip hop,,album,Willennium
0,TLC,TLC,Dear Lie,Dear Lie,0.0,https://open.spotify.com/track/08vjsE3N31ai3ARwj5uW2i,2000,2/12/00,Hot100,atl hip hop || dance pop || girl group || hip hop || hip pop || new jack swing || pop || pop rap || r&b || urban contemporary,,album,Fanmail
0,Charlie Zaa,Charlie Zaa,Donde Esta El Amor,Donde Esta el Amor,0.0,https://open.spotify.com/track/7vV9ErZaz0rr4FsL5n6UgK,2000,2/12/00,Latin,bolero || latin || latin pop || ranchera || tropical,,album,Ciego de Amor
0,Joan Sebastian,Joan Sebastian,Porque Te Quise,Porque Te Quise,0.0,https://open.spotify.com/track/78ONu22vXsAxsefTZZQ2Vw,2000,2/19/00,Latin,banda || grupera || norteno || regional mexican,,album,Norteño
0,Macy Gray,Macy Gray,I Try,I Try,0.0,https://open.spotify.com/track/5TAf4lnZCZTLlZHNZMLFLi,2000,2/19/00,Hot100,neo soul || pop rock || soul,,album,On How Life Is
0,Kid Rock,Kid Rock,Only God Knows Why,Only God Knows Why,0.0,https://open.spotify.com/track/1rAzW6aco1ZtxLRx4XOagB,2000,2/19/00,Hot100,alternative metal || nu metal || post-grunge,,album,Devil Without a Cause
0,Los Huracanes del Norte,Los Huracanes del Norte,Solo Un Recuerdo,Solo Un Recuerdo,0.0,https://open.spotify.com/track/5az1k1Kazmt1oqeoqSMAX1,2000,2/19/00,Latin,banda || cumbia || grupera || norteno || ranchera || regional mexican,,album,Norteno 2000
0,Banda Machos,Banda Machos,En Toda La Chapa,En toda la chapa,0.0,https://open.spotify.com/track/2bYFjXeMwQ9S17ZUbUQ9gq,2000,2/19/00,Latin,banda || cumbia || duranguense || grupera || norteno || ranchera || regional mexican,,album,Rancheras de oro
0,Hoku,Hoku,Another Dumb Blonde,Another Dumb Blonde,0.0,https://open.spotify.com/track/0RhkktMnJyR08vMnE34epK,2000,2/19/00,Hot100,candy pop,,album,Hoku
0,Madonna,Madonna,American Pie,American Pie,0.0,https://open.spotify.com/track/1vo6TY0FyLRBTXohxvflhJ,2000,2/19/00,Hot100,dance pop || pop,,compilation,The Next Best Thing (Music From The Motion Picture)
0,Whitney Houston,Whitney Houston,I Learned From The Best,I Learned from the Best,0.0,https://open.spotify.com/track/3wACjmQo7ZkRNMLfZXndFB,2000,2/19/00,"Hot100, RAB",dance pop || pop || urban contemporary,,album,My Love Is Your Love
0,Vicente Fernandez,Vicente Fernández,Tres Regalos,Tres Regalos,1.0,https://open.spotify.com/track/1adxVD0HIcsfrCguvbg7wU,2000,2/26/00,Latin,grupera || mariachi || ranchera,,album,Vicente Fernandez Y Los Mas Grandes Exitos De Los Dandys
0,Common,Common,The 6th Sense,The 6th Sense,0.0,https://open.spotify.com/track/6OE9S6XF0U1lNfeaUNSjYl,2000,2/26/00,Rap,alternative hip hop || chicago rap || conscious hip hop || gangster rap || hip hop || neo soul || rap,,album,Like Water For Chocolate
0,Marc Anthony,Marc Anthony,You Sang To Me,You Sang To Me,0.0,https://open.spotify.com/track/2dwhMQsFeHr2S787WxqAqW,2000,2/26/00,Hot100,latin || latin pop || modern salsa || salsa || tropical,,album,Marc Anthony
0,DMX,DMX,Party Up (Up In Here),Party Up (Up In Here),0.0,https://open.spotify.com/track/4AIHPdr6x3qNbxTR8ngWdQ,2000,2/26/00,"Hot100, RAB, Rap",east coast hip hop || gangster rap || hardcore hip hop || hip hop || pop rap || rap || southern hip hop,,compilation,How High - The Soundtrack
0,Guy,Guy,Why You Wanna Keep Me From My Baby,Why You Wanna Keep Me From My Baby,0.0,https://open.spotify.com/track/0J45XCVXzpvRidM3XhirAj,2000,2/26/00,RAB,funk || hip hop || hip pop || neo soul || new jack swing || quiet storm || r&b || urban contemporary,,album,III
0,Pablo Montero,Pablo Montero,Que Voy A Hacer Sin Ti,Qué Voy a Hacer Sin Ti,1.0,https://open.spotify.com/track/15uF4Vxk2oXEuYFzRHGBSU,2000,2/26/00,Latin,grupera || mariachi || ranchera,,album,Entrega Total... Los Exitos
0,Alan Jackson,Alan Jackson,The Blues Man,The Blues Man,0.0,https://open.spotify.com/track/1U6KEQuL5wPJZMR0iHvzqh,2000,2/26/00,Country,contemporary country || country || country road,,compilation,Greatest Hits Volume II
0,Randy Travis,Randy Travis,Where Can I Surrender,Where Can I Surrender,0.0,https://open.spotify.com/track/1UoU1E4vK0BXwuDHM5w1xj,2000,2/26/00,Country,country || country gospel || country road || country rock,,album,A Man Ain't Made Of Stone
0,Da Brat,Da Brat,That's What I'm Looking For,That's What I'm Looking For,0.0,https://open.spotify.com/track/3hVNySmPHrzsrpwxL3j6vT,2000,2/26/00,"Hot100, RAB",chicago rap || gangster rap || hip hop || hip pop || new jack swing || pop rap || r&b || rap || urban contemporary,,album,Unrestricted
0,Los Temerarios,Los Temerarios,Te Hice Mal,Te Hice Mal,0.0,https://open.spotify.com/track/26gexilnrxUTfBhiudNBrT,2000,2/26/00,Latin,banda || grupera || regional mexican,,album,Evolución de Amor
0,Brian McKnight,Brian McKnight,Stay Or Let It Go,Stay Or Let It Go,0.0,https://open.spotify.com/track/6OCkJHVoGoWOMymzjzdOHX,2000,2/26/00,"Hot100, RAB",dance pop || new jack swing || quiet storm || r&b || urban contemporary,,album,Back At One
0,JAY-Z,JAY-Z,Anything,Anything,0.0,https://open.spotify.com/track/1xixUOjgdqMOPZxursTms3,2000,2/26/00,"Hot100, RAB",east coast hip hop || hip hop || pop rap || rap,,album,The Truth
0,Sonya Isaacs,Sonya Isaacs,I've Forgotten How You Feel,I've Forgotten How You Feel,0.0,https://open.spotify.com/track/5X60Y9CBomVat5QasW1NtL,2000,2/26/00,Country,country dawn || deep contemporary country,,album,Sonya Isaacs
0,Amel Larrieux,Amel Larrieux,Get Up,Get Up,0.0,https://open.spotify.com/track/5YzK2kmIM7cdpRbv0iGaEs,2000,3/4/00,"Hot100, RAB",neo soul || r&b || urban contemporary,,album,Infinite Possibilities
0,Shane Minor,Shane Minor,I Think You're Beautiful,I Think You're Beautiful,0.0,https://open.spotify.com/track/6yydknEmZS0MhYtXmwPNUL,2000,3/4/00,Country,,,album,Shane Minor
0,Sawyer Brown,Sawyer Brown,800 Pound Jesus,800 Pound Jesus,0.0,https://open.spotify.com/track/2RV4ZqLWVIHKQjp6kHhmua,2000,3/4/00,Country,country || country road || country rock,,album,True Believer
0,Phil Vassar,Phil Vassar,Carlene,Carlene,0.0,https://open.spotify.com/track/339hc1FygD8oJl4kg24IjG,2000,3/4/00,"Country, Hot100",contemporary country || country || country road || modern country rock,,album,Phil Vassar
0,Montgomery Gentry,Montgomery Gentry,Daddy Won't Sell The Farm,Daddy Won't Sell the Farm,0.0,https://open.spotify.com/track/2Wt173KM9i97KSB52qCuqj,2000,3/4/00,"Country, Hot100",contemporary country || country || country road || modern country rock || redneck,,album,Tattoos & Scars
0,Wade Hayes,Wade Hayes,"Up North (Down South, Back East, Out West)","Up North (Down South, Back East, Out West)",0.0,https://open.spotify.com/track/0n7gnHzRGKAV7B0OCScTQv,2000,3/4/00,Country,country || country road || oklahoma country,,album,Highways & Heartaches
0,Son By Four,Son By Four,A Puro Dolor,A Puro Dolor,0.0,https://open.spotify.com/track/3BmwNuqx9pCqjLplOVNBLY,2000,3/4/00,Latin,deep latin christian || latin || latin pop || puerto rican pop || tropical,,album,Son By 4
0,Chely Wright,Chely Wright,It Was,It Was,0.0,https://open.spotify.com/track/1fC89py9z6DXa2mWvsGaJZ,2000,3/4/00,"Country, Hot100",country || country dawn,,album,Single White Female
0,P!nk,P!nk,There You Go,There You Go,0.0,https://open.spotify.com/track/6dJ2mSRaKE9ctYw9qWNGWQ,2000,3/4/00,"Hot100, RAB",dance pop || pop || post-teen pop,,album,Can't Take Me Home (Expanded Edition)
0,Tracie Spencer,Tracie Spencer,Still In My Heart,Still In My Heart,0.0,https://open.spotify.com/track/6zAmV2YJovLGTBO2bk5HGG,2000,3/4/00,"Hot100, RAB",new jack swing || urban contemporary,,album,Tracie
0,Black Rob,Black Rob,Whoa!,Whoa!,0.0,https://open.spotify.com/track/71u5SjnkSQgzIt1UzHchbi,2000,3/4/00,"Hot100, RAB, Rap",hardcore hip hop || harlem hip hop || hip hop || hip pop,,album,Life Story
0,Andy Griggs,Andy Griggs,She's More,She's More,0.0,https://open.spotify.com/track/0bF8vEqQyvTfAMWkbP7MnY,2000,3/11/00,"Country, Hot100",country || country road,,album,You Won' t Ever Be Lonely
0,Faith Hill,Faith Hill,The Way You Love Me,The Way You Love Me,0.0,https://open.spotify.com/track/6vgN6KGstss0GnBbKlMNK9,2000,3/11/00,"Country, Hot100",contemporary country || country || country dawn || country road || pop rock,,album,Breathe
0,Dilated Peoples,Dilated Peoples,The Platform,The Platform,0.0,https://open.spotify.com/track/1BbYPTXP9VwBWm44MqLyHK,2000,3/11/00,Rap,alternative hip hop || hardcore hip hop || hip hop || turntablism || west coast rap,,album,The Platform
0,Shakira,Shakira,No Creo,No Creo,0.0,https://open.spotify.com/track/4suenIuyqxZYV0VIjsbYrG,2000,3/11/00,Latin,colombian pop || dance pop || latin || latin pop || pop,,album,Donde Estan Los Ladrones
0,Julio Preciado Y Su Banda Perla del Pacifico,Julio Preciado Y Su Banda Perla Del Pacifico,Para Poder Llegar A Ti,Para Poder Llegar a Ti,0.0,https://open.spotify.com/track/5KlMO0qhbXGN8oYiiZnS4i,2000,3/18/00,Latin,banda || grupera || norteno || ranchera || regional mexican || regional mexican pop,,album,Homenaje A Ramon Ayala
0,Grupo Mateo's,Grupo Mateo's,Te Esperare,Te Esperaré,1.0,https://open.spotify.com/track/7eReSXGHL7Tvm72SfTmmVu,2000,3/18/00,Latin,,,album,Mateos 2000
0,Collin Raye,Collin Raye,Couldn't Last A Moment,Couldn't Last A Moment,0.0,https://open.spotify.com/track/72mr7QyZEQbrX89SxtePOc,2000,3/18/00,"Country, Hot100",arkansas country || country || country road || country rock,,compilation,16 Biggest Hits
0,Bloodhound Gang,Bloodhound Gang,The Bad Touch,The Bad Touch,0.0,https://open.spotify.com/track/5EYdTPdJD74r9EVZBztqGG,2000,3/18/00,Hot100,alternative metal || comic || funk metal || funk rock || nu metal || punk || rap rock,,album,Hooray For Boobies
0,India,INDIA,Sola,Sola,0.0,https://open.spotify.com/track/2sOgv1VCkeSG0v2LqI5Sy8,2000,3/18/00,Latin,latin || salsa || salsa puertorriquena || tropical,,album,Grandes Exitos
0,Gerald Levert,Gerald Levert,Mr. Too Damn Good,Mr. Too Damn Good,0.0,https://open.spotify.com/track/0ayO9HLU8fRymoiFMVHqy3,2000,3/18/00,"Hot100, RAB",funk || neo soul || new jack swing || quiet storm || r&b || soul || urban contemporary,,album,G
0,Toni Braxton,Toni Braxton,He Wasn't Man Enough,He Wasn't Man Enough,0.0,https://open.spotify.com/track/7f1Dmr246cJ9uQYdbplTbh,2000,3/18/00,"Hot100, RAB",dance pop || hip pop || neo soul || new jack swing || pop || quiet storm || r&b || urban contemporary,,album,The Heat
0,Ty Herndon,Ty Herndon,No Mercy,No Mercy,0.0,https://open.spotify.com/track/3ZzmuoHXbV5Lu0O1BZm2Bd,2000,3/18/00,"Country, Hot100",country || country road,,album,Steam
0,Grupo Bryndis,Grupo Bryndis,Por Que Me Enamore?,Por Qué Me Enamoré,3.0,https://open.spotify.com/track/7htsc0LlU12RHPohQHleeL,2000,3/25/00,Latin,banda || cumbia || grupera || gruperas inmortales || norteno || regional mexican,,album,Por El Pasado
0,Carlos Ponce,Carlos Ponce,La Razon De Mi Ser,La Razon De Mi Ser,0.0,https://open.spotify.com/track/53eBpTlNN3DsWhW8xUwFot,2000,3/25/00,Latin,latin || latin pop || puerto rican pop,,album,Todo Lo Que Soy
0,Alejandro Fernandez,Alejandro Fernandez,Quiereme,Quiéreme,1.0,https://open.spotify.com/track/6j0rlBbNv9TNfoVhiOC7Fl,2000,3/25/00,Latin,latin || latin arena pop || latin pop || mexican pop || ranchera || rock en espanol,,album,Entre Tus Brazos
0,Lenny Kravitz,Lenny Kravitz,I Belong To You,I Belong To You,0.0,https://open.spotify.com/track/21DyCPJqQ8tzFCHJYX9Koz,2000,3/25/00,Hot100,permanent wave || pop rock || rock,,compilation,Greatest Hits
0,Mary Mary,Mary Mary,Shackles (Praise You),Shackles (Praise You),0.0,https://open.spotify.com/track/7JKEA8xYDoFp4q0QBW2PGg,2000,3/25/00,"Hot100, RAB",gospel || gospel r&b || r&b || urban contemporary,,album,Go Get It
0,Kevon Edmonds,Kevon Edmonds,No Love (I'm Not Used To),No Love (I'm Not Used To),0.0,https://open.spotify.com/track/4H1Z1EuhRV2uc5X4BahaI1,2000,3/25/00,RAB,new jack swing || r&b || urban contemporary,,album,24/7
0,Clay Davidson,Clay Davidson,Unconditional,Unconditional,0.0,https://open.spotify.com/track/2vmL6YN8FcqbcHQcmv0BVh,2000,3/25/00,"Country, Hot100",,,album,Unconditional
0,Dave Hollister,Dave Hollister,Can't Stay,Can't Stay,0.0,https://open.spotify.com/track/2aJpRgyHYENSWWCHl1stQz,2000,3/25/00,"Hot100, RAB",hip pop || neo soul || new jack swing || quiet storm || r&b || urban contemporary,,album,Ghetto Hymns
0,Carl Thomas,Carl Thomas,I Wish,I Wish,0.0,https://open.spotify.com/track/3lqT89gv8p3PYwXtr3ODjv,2000,3/25/00,"Hot100, RAB",hip pop || neo soul || new jack swing || quiet storm || r&b || urban contemporary,,album,Emotional
0,Mint Condition,Mint Condition,Is This Pain Our Pleasure,Is This Pain Our Pleasure,0.0,https://open.spotify.com/track/2LDHpJSABAQxObII2WqQDs,2000,3/25/00,RAB,funk || hip pop || minneapolis sound || neo soul || new jack swing || quiet storm || r&b || soul || urban contemporary,,album,Life's Aquarium
0,Luis Miguel,Luis Miguel,Amarte Es Un Placer,Amarte es un placer,0.0,https://open.spotify.com/track/4lQWZGUrquRfH9se6nlmp3,2000,3/25/00,Latin,bolero || latin || latin pop,,album,Amarte Es Un Placer
0,Tamar Braxton,Tamar Braxton,If You Don't Wanna Love Me,If You Don't Wanna Love Me,0.0,https://open.spotify.com/track/7KNu81Nxp1EZyvZvkGBH4d,2000,3/25/00,"Hot100, RAB",dance pop || deep pop r&b || hip pop || neo soul || r&b || urban contemporary,,album,Tamar
0,Anastacia,Anastacia,I'm Outta Love,I'm Outta Love,0.0,https://open.spotify.com/track/2376IJzmJ9UJY5wWLTce2I,2000,4/1/00,Hot100,dance pop || europop,,album,Not That Kind
0,Trisha Yearwood,Trisha Yearwood,Real Live Woman,Real Live Woman,0.0,https://open.spotify.com/track/3a1zG1WBUNifXQjBKzsgSm,2000,4/1/00,"Country, Hot100",contemporary country || country || country dawn || country road,,album,Real Live Woman
0,Enrique Iglesias,Enrique Iglesias,Be With You,Be With You,0.0,https://open.spotify.com/track/1lZ4j5WBURBwZ0M5TT46wP,2000,4/1/00,Hot100,dance pop || latin || latin pop || mexican pop || pop || tropical,,album,Enrique
0,Beanie Sigel,Beanie Sigel,The Truth,The Truth,0.0,https://open.spotify.com/track/2037Ob3nwf6lnMCByEoTSB,2000,4/1/00,Rap,battle rap || east coast hip hop || gangster rap || hardcore hip hop || hip hop || hip pop || philly rap || pop rap || rap || southern hip hop || trap,,album,The Truth
0,BlackHawk,BlackHawk,I Need You All The Time,I Need You All The Time,0.0,https://open.spotify.com/track/1HJojnxqasgWq0QNF1DFxC,2000,4/1/00,Country,country || country road || country rock,,compilation,Greatest Hits
